YEAR,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION,HWY (L/100 km),COMB (L/100 km),COMB (mpg),EMISSIONS
2018.0,Ford,Fusion,Mid-size,2.5,4.0,A6,X,11.3,7.4,9.5,30.0,223.0
2020.0,GMC,Yukon XL,SUV: Standard,5.3,8.0,A6,X,15.7,10.5,13.4,21.0,314.0
2022.0,Toyota,RAV4 AWD,SUV: Small,2.5,4.0,AS8,X,9.5,7.1,8.4,34.0,198.0
2008.0,TOYOTA,COROLLA MATRIX,STATION WAGON - SMALL,1.8,4.0,M5,X,8.0,6.0,7.1,40.0,163.0
2017.0,JEEP,CHEROKEE 4X4 ACTIVE DRIVE LOCK,SUV - SMALL,3.2,6.0,A9,X,12.9,9.9,11.6,24.0,269.0
2019.0,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8.0,A6,X,16.0,12.5,14.4,20.0,339.0
2000.0,PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6.0,M6,Z,14.1,9.2,11.9,24.0,274.0
2017.0,HONDA,ACCORD,MID-SIZE,2.4,4.0,M6,X,10.4,7.4,9.0,31.0,210.0
2012.0,PORSCHE,CAYMAN,TWO-SEATER,2.9,6.0,M6,Z,11.2,7.4,9.5,30.0,218.0
2012.0,MERCEDES-BENZ,M 350 BLUETEC 4MATIC,SUV,3.0,6.0,A7,D,10.5,7.3,9.1,31.0,246.0
2002.0,BUICK,RENDEZVOUS,SUV,3.4,6.0,A4,X,12.3,8.3,10.5,27.0,242.0
2010.0,VOLVO,C30 2.4i,COMPACT,2.4,5.0,AS5,X,10.6,7.1,9.0,31.0,207.0
2006.0,VOLKSWAGEN,JETTA TDI DIESEL,COMPACT,1.9,4.0,M5,D,6.6,5.2,5.9,48.0,159.0
2007.0,SUZUKI,SX4 JX,STATION WAGON - SMALL,2.0,4.0,A4,X,9.2,6.7,8.1,35.0,186.0
2006.0,GMC,CANYON 4X4,PICKUP TRUCK - STANDARD,3.5,5.0,M5,X,13.4,9.5,11.6,24.0,267.0
2017.0,AUDI,Q5,SUV - SMALL,3.0,6.0,AS8,Z,13.2,9.2,11.4,25.0,267.0
2014.0,MINI,COOPER COUPE,TWO-SEATER,1.6,4.0,A6,Z,7.3,5.5,6.5,43.0,150.0
2010.0,PORSCHE,CAYMAN,TWO-SEATER,2.9,6.0,AS7,Z,10.2,6.7,8.6,33.0,198.0
2007.0,ASTON MARTIN,DB9 VOLANTE,MINICOMPACT,5.9,12.0,AS6,Z,18.8,11.8,15.7,18.0,361.0
2021.0,Ford,Bronco Sport 4WD,SUV: Small,1.5,3.0,A8,X,9.3,8.3,8.9,32.0,209.0
2016.0,JAGUAR,F-TYPE R AWD CONVERTIBLE,TWO-SEATER,5.0,8.0,AS8,Z,15.7,10.4,13.3,21.0,311.0
2007.0,MAZDA,MAZDA5,STATION WAGON - MID-SIZE,2.3,4.0,M5,X,10.6,8.0,9.4,30.0,216.0
2015.0,CHEVROLET,SPARK,SUBCOMPACT,1.2,4.0,AV,X,7.7,6.1,7.0,40.0,161.0
2018.0,Mazda,CX-9,SUV: Small,2.5,4.0,AS6,X,10.6,8.4,9.6,29.0,225.0
2008.0,LEXUS,IS F,SUBCOMPACT,5.0,8.0,AS8,Z,13.1,8.5,11.0,26.0,253.0
2011.0,BMW,760Li,FULL-SIZE,6.0,12.0,A8,Z,16.7,10.3,13.9,20.0,320.0
2005.0,CHEVROLET,MALIBU,MID-SIZE,2.2,4.0,A4,X,9.8,6.6,8.4,34.0,193.0
2004.0,HONDA,ACCORD,MID-SIZE,3.0,6.0,M6,X,11.5,7.3,9.6,29.0,221.0
2020.0,Mazda,CX-30 4WD,SUV: Small,2.0,4.0,AS6,X,9.4,7.7,8.6,33.0,202.0
2012.0,PORSCHE,PANAMERA S,FULL-SIZE,4.8,8.0,AS7,Z,12.9,8.3,10.9,26.0,251.0
2002.0,DAEWOO,LANOS,COMPACT,1.6,4.0,A4,X,10.2,6.4,8.5,33.0,196.0
2006.0,MERCEDES-BENZ,C 350 4-MATIC #,COMPACT,3.5,6.0,A5,Z,12.5,9.1,11.0,26.0,253.0
2016.0,SUBARU,FORESTER AWD,SUV - SMALL,2.0,4.0,AV8,Z,10.2,8.5,9.4,30.0,222.0
2000.0,HONDA,CIVIC COUPE Si,SUBCOMPACT,1.6,4.0,M5,X,8.5,6.5,7.6,37.0,175.0
2004.0,CHEVROLET,OPTRA,COMPACT,2.0,4.0,A4,X,10.6,7.2,9.1,31.0,209.0
2020.0,Toyota,Corolla,Compact,2.0,4.0,AV10,X,7.6,5.8,6.7,42.0,158.0
2006.0,BMW,650Ci CONVERTIBLE,SUBCOMPACT,4.8,8.0,AM6,Z,15.7,10.0,13.2,21.0,304.0
2021.0,Ford,Bronco Sasquatch 4WD,SUV: Small,2.3,4.0,AS10,X,13.1,13.1,13.1,22.0,308.0
2015.0,MAZDA,CX-5 4WD,SUV - SMALL,2.5,4.0,AS6,X,9.9,7.9,9.0,31.0,207.0
2006.0,NISSAN,X-TRAIL AWD,STATION WAGON - SMALL,2.5,4.0,A4,X,10.8,8.1,9.6,29.0,221.0
2016.0,BMW,X3 xDRIVE28i,SUV - SMALL,2.0,4.0,AS8,Z,11.1,8.4,9.9,29.0,231.0
2011.0,HONDA,CR-V AWD,SUV,2.4,4.0,A5,X,10.1,7.5,9.0,31.0,207.0
2009.0,CHRYSLER,PT CRUISER,SUV,2.4,4.0,A4,X,11.0,8.1,9.7,29.0,223.0
2013.0,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8.0,A6,X,14.3,9.4,12.1,23.0,278.0
2017.0,CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,6.0,8.0,A6,X,22.3,14.9,19.0,15.0,445.0
2008.0,CHEVROLET,EQUINOX,SUV,3.4,5.0,A5,X,12.2,8.3,10.4,27.0,239.0
2015.0,MASERATI,QUATTROPORTE SQ4,FULL-SIZE,3.0,6.0,AS8,Z,15.7,9.7,13.0,22.0,299.0
2022.0,Volkswagen,Jetta,Compact,1.5,4.0,AS8,X,7.7,5.7,6.8,42.0,159.0
2020.0,Jeep,Cherokee 4X4 Active Drive II,SUV: Small,3.2,6.0,A9,X,12.8,9.0,11.1,25.0,259.0
2018.0,Nissan,Qashqai,Station wagon: Small,2.0,4.0,AV,X,8.8,7.3,8.1,35.0,191.0
2020.0,Bentley,Mulsanne,Mid-size,6.8,8.0,AS8,Z,24.5,14.4,20.0,14.0,465.0
2020.0,Lexus,ES 350 F SPORT,Mid-size,3.5,6.0,AS8,X,10.9,7.5,9.4,30.0,219.0
2013.0,HONDA,CR-V,SUV - SMALL,2.4,4.0,A5,X,9.0,6.4,7.8,36.0,179.0
2012.0,HYUNDAI,VERACRUZ,SUV,3.8,6.0,AS6,X,12.7,8.5,10.8,26.0,248.0
2010.0,SUBARU,FORESTER 2.5X TOURING,SUV,2.5,4.0,AS4,X,10.4,7.7,9.2,31.0,212.0
2015.0,MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4.0,AS6,Z,9.2,6.8,8.1,35.0,186.0
2012.0,KIA,OPTIMA,MID-SIZE,2.0,4.0,AS6,X,9.2,5.8,7.7,37.0,177.0
2016.0,MASERATI,GHIBLI S,MID-SIZE,3.0,6.0,AS8,Z,14.5,10.0,12.5,23.0,293.0
2007.0,LAMBORGHINI,GALLARDO SL,TWO-SEATER,5.0,10.0,M6,Z,19.8,11.1,15.9,18.0,366.0
2004.0,TOYOTA,CAMRY,MID-SIZE,3.3,6.0,A5,X,11.6,7.5,9.8,29.0,225.0
2006.0,HONDA,CIVIC Si,COMPACT,2.0,4.0,M6,Z,10.2,6.8,8.7,32.0,200.0
2014.0,BMW,M6,COMPACT,4.4,8.0,M6,Z,14.5,9.2,12.1,23.0,278.0
2007.0,PORSCHE,BOXSTER,TWO-SEATER,2.7,6.0,M5,Z,10.1,6.8,8.7,32.0,200.0
2005.0,MITSUBISHI,ECLIPSE SPYDER,MINICOMPACT,2.4,4.0,M5,X,10.2,7.0,8.8,32.0,202.0
2015.0,JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5.0,8.0,AS8,Z,15.8,10.2,13.3,21.0,306.0
2010.0,MASERATI,GRANTURISMO,SUBCOMPACT,4.7,8.0,AS6,Z,17.8,10.4,15.0,19.0,345.0
2021.0,Jeep,Gladiator 4X4,Pickup truck: Standard,3.6,6.0,A8,X,13.7,10.7,12.3,23.0,290.0
2022.0,Genesis,G70 AWD,Compact,2.0,4.0,AS8,Z,11.4,8.2,10.0,28.0,236.0
2014.0,DODGE,CHARGER SRT (MDS),FULL-SIZE,6.4,8.0,A5,Z,15.0,8.7,12.2,23.0,281.0
2012.0,MERCEDES-BENZ,SLS AMG ROADSTER,TWO-SEATER,6.2,8.0,AS7,Z,15.6,10.3,13.3,21.0,306.0
2013.0,LAND ROVER,LR2,SUV - SMALL,2.0,4.0,AS6,Z,12.0,8.4,10.4,27.0,239.0
2008.0,PONTIAC,G6,COMPACT,3.5,6.0,AS4,X,12.3,7.6,10.2,28.0,235.0
2004.0,MAZDA,RX-8,SUBCOMPACT,1.3,2.0,M6,Z,12.8,9.2,11.2,25.0,258.0
2006.0,VOLVO,V70 2.4 WAGON,STATION WAGON - MID-SIZE,2.4,5.0,M5,Z,10.9,7.4,9.3,30.0,214.0
2015.0,CADILLAC,ATS AWD,COMPACT,3.6,6.0,AS6,X,12.8,8.9,11.0,26.0,253.0
2022.0,Porsche,718 Cayman GT4,Two-seater,4.0,6.0,M6,Z,14.0,10.1,12.2,23.0,286.0
2004.0,VOLKSWAGEN,PASSAT 4MOTION WAGON,STATION WAGON - MID-SIZE,2.8,6.0,AS5,Z,12.7,8.3,10.7,26.0,246.0
2014.0,FIAT,500L TURBO,STATION WAGON - SMALL,1.4,4.0,AM6,X,8.7,6.0,7.5,38.0,173.0
2004.0,LAND ROVER,DISCOVERY 4X4,SUV,4.6,8.0,A4,Z,19.6,13.9,17.0,17.0,391.0
2017.0,BUICK,VERANO,COMPACT,2.4,4.0,AS6,X,11.3,7.6,9.7,29.0,226.0
2004.0,VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,1.8,4.0,AS5,Z,11.0,7.1,9.2,31.0,212.0
2004.0,BMW,545i,MID-SIZE,4.4,8.0,A6,Z,13.0,8.2,10.8,26.0,248.0
2018.0,Toyota,Camry Hybrid XLE/SE,Mid-size,2.5,4.0,AV6,X,5.3,5.0,5.1,55.0,121.0
2007.0,CHEVROLET,SILVERADO 4X4,PICKUP TRUCK - STANDARD,6.0,8.0,A4,X,16.3,11.7,14.2,20.0,327.0
2008.0,TOYOTA,SEQUOIA 4WD,SUV,5.7,8.0,AS6,X,16.3,11.2,14.0,20.0,322.0
2021.0,GMC,Sierra 4WD AT4 (Without Stop-Start),Pickup truck: Standard,5.3,8.0,A10,X,15.6,11.4,13.7,21.0,321.0
2003.0,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK - STANDARD,4.8,8.0,A4,X,15.5,11.3,13.6,21.0,313.0
2014.0,PORSCHE,CR-V,STATION WAGON - MID-SIZE,,6.0,UNKNOWN,Z,12.7,-74.0,,-11.0,
2019.0,Jeep,Wrangler JL 4X4,SUV: Small,3.6,6.0,M6,X,13.7,9.6,11.8,24.0,277.0
2022.0,Hyundai,Elantra,Mid-size,2.0,4.0,AV1,X,7.6,5.7,6.7,42.0,158.0
2022.0,BMW,M440i xDrive Coupe,Subcompact,3.0,6.0,AS8,Z,10.4,7.7,9.2,31.0,214.0
2017.0,GMC,YUKON,SUV - STANDARD,5.3,8.0,A6,X,15.1,10.4,13.0,22.0,305.0
2006.0,MITSUBISHI,LANCER,COMPACT,2.0,4.0,A4,X,9.4,7.0,8.3,34.0,191.0
2021.0,Mazda,CX-5 (Cylinder Deactivation),SUV: Small,2.5,4.0,AS6,X,9.3,7.6,8.5,33.0,201.0
2021.0,Genesis,G70,Compact,2.0,4.0,M6,Z,12.8,8.5,10.9,26.0,255.0
2021.0,Ford,F-150 FFV,Pickup truck: Standard,5.0,8.0,AS10,E,20.9,13.6,17.6,16.0,291.0
2002.0,VOLVO,S60 T5 TURBO,COMPACT,2.3,5.0,AS5,Z,11.4,7.6,9.7,29.0,223.0
2021.0,Acura,TLX Type S (Performance Tire),Compact,3.0,6.0,AS10,Z,12.3,9.8,11.2,25.0,261.0
2011.0,MERCEDES-BENZ,C 63 AMG,COMPACT,6.2,8.0,AS7,Z,16.9,10.3,13.9,20.0,320.0
2009.0,FORD,EXPLORER 4X4,SUV,4.0,6.0,A5,X,16.2,11.0,13.9,20.0,320.0
2012.0,JEEP,WRANGLER 4X4,SUV,3.6,6.0,A5,X,12.6,9.5,11.2,25.0,258.0
2010.0,CHEVROLET,EXPRESS CARGO,VAN - CARGO,4.3,6.0,A4,X,14.1,10.0,12.3,23.0,283.0
2016.0,BMW,228i,SUBCOMPACT,2.0,4.0,AS8,Z,9.9,6.5,8.4,34.0,197.0
2018.0,Mercedes-Benz,AMG C 63 Cabriolet,Subcompact,4.0,8.0,A7,Z,14.0,10.4,12.4,23.0,291.0
2021.0,Porsche,Cayenne Turbo Coupe,SUV: Standard,4.0,8.0,AS8,Z,15.8,12.2,14.2,20.0,332.0
2009.0,GMC,CANYON CREW CAB,PICKUP TRUCK - SMALL,2.9,4.0,A4,X,11.5,8.4,10.1,28.0,232.0
2008.0,CHEVROLET,COBALT TURBO,SUBCOMPACT,2.0,4.0,M5,Z,9.3,6.6,8.1,35.0,186.0
2015.0,MERCEDES-BENZ,E 400 COUPE,SUBCOMPACT,3.5,6.0,AS7,Z,11.8,8.3,10.2,28.0,235.0
2008.0,DODGE,GRAND CARAVAN FFV,MINIVAN,3.3,6.0,A4,E,17.9,11.6,15.1,19.0,242.0
2018.0,Maserati,Ghibli SQ4,Mid-size,3.0,6.0,AS8,Z,14.7,9.9,12.6,22.0,295.0
2009.0,CADILLAC,SRX,SUV,3.6,6.0,AS5,X,14.1,8.8,11.7,24.0,269.0
2009.0,PONTIAC,TORRENT AWD,SUV,3.6,6.0,AS6,X,13.0,8.3,10.9,26.0,251.0
2016.0,LINCOLN,MKZ,MID-SIZE,3.7,6.0,AS6,X,12.8,8.7,10.9,26.0,257.0
2021.0,Lexus,UX 200,Mid-size,2.0,4.0,AS10,X,8.0,6.3,7.2,39.0,168.0
2017.0,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,1.8,4.0,AS6,X,9.7,7.2,8.5,33.0,199.0
2007.0,INFINITI,M45,FULL-SIZE,4.5,8.0,AS5,Z,13.5,9.4,11.6,24.0,267.0
2000.0,FORD,EXPLORER OHV,SUV,4.0,6.0,A5,X,15.4,11.6,13.7,21.0,315.0
2008.0,BMW,X3 3.0si,SUV,3.0,6.0,A6,Z,12.2,8.3,10.5,27.0,242.0
2005.0,GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,5.3,8.0,A4,X,15.8,11.6,13.9,20.0,320.0
2008.0,BMW,535xi,MID-SIZE,3.0,6.0,A6,Z,12.3,7.9,10.3,27.0,237.0
2006.0,MITSUBISHI,ECLIPSE,SUBCOMPACT,2.4,4.0,AS4,X,10.5,7.6,9.2,31.0,212.0
2020.0,Audi,A3 quattro,Subcompact,2.0,4.0,AM7,X,10.8,8.0,9.5,30.0,224.0
2021.0,Honda,Accord Hybrid Sport/Touring,Full-size,2.0,4.0,AV,X,5.3,5.7,5.5,51.0,129.0
2009.0,AUDI,A5 QUATTRO,SUBCOMPACT,3.2,6.0,M6,Z,12.7,7.7,10.5,27.0,242.0
2004.0,NISSAN,350Z,TWO-SEATER,3.5,6.0,M6,Z,11.9,8.2,10.2,28.0,235.0
2014.0,BUICK,LACROSSE,MID-SIZE,3.6,6.0,AS6,X,12.2,7.3,10.0,28.0,230.0
2011.0,AUDI,R8 COUPE,TWO-SEATER,4.2,8.0,AS6,Z,19.1,11.3,15.6,18.0,359.0
2016.0,GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4.0,A6,X,11.9,8.9,10.5,27.0,247.0
2022.0,Mazda,Mazda3 4-Door 4WD,Compact,2.5,4.0,AS6,X,9.5,7.2,8.5,33.0,199.0
2021.0,Mercedes-Benz,AMG C 43 4MATIC Wagon,Station wagon: Small,3.0,6.0,A9,Z,12.3,8.5,10.6,27.0,249.0
2002.0,AUDI,A4,COMPACT,1.8,4.0,AV,Z,11.4,7.5,9.6,29.0,221.0
2016.0,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6.0,8.0,A6,X,22.0,14.9,18.8,15.0,441.0
2021.0,Toyota,Prius,Mid-size,1.8,4.0,AV,X,4.4,4.7,4.5,63.0,106.0
2017.0,VOLVO,S60 POLESTAR,COMPACT,2.0,4.0,AS8,Z,11.8,8.5,10.3,27.0,241.0
2018.0,FIAT,500X AWD,SUV: Small,2.4,4.0,A9,X,11.0,8.0,9.7,29.0,226.0
2022.0,Jeep,Cherokee,SUV: Small,2.4,4.0,A9,X,10.8,7.5,9.3,30.0,219.0
2015.0,BMW,Z4 sDRIVE35i,TWO-SEATER,3.0,6.0,AM7,Z,13.7,10.0,12.1,23.0,278.0
2008.0,BMW,128i COUPE,SUBCOMPACT,3.0,6.0,M6,Z,11.2,7.0,9.3,30.0,214.0
2021.0,Porsche,Cayenne Turbo,SUV: Standard,4.0,8.0,AS8,Z,15.6,12.4,14.1,20.0,329.0
2021.0,Toyota,Avalon,Mid-size,3.5,6.0,AS8,X,10.9,7.7,9.5,30.0,221.0
2007.0,INFINITI,G35 COUPE,SUBCOMPACT,3.5,6.0,AS5,Z,12.9,8.7,11.0,26.0,253.0
2015.0,FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6.0,AS6,X,13.7,9.9,12.0,24.0,276.0
2006.0,CHEVROLET,SSR PICKUP,PICKUP TRUCK - STANDARD,6.0,8.0,A4,Z,15.6,11.0,13.6,21.0,313.0
2002.0,CHEVROLET,CORVETTE,TWO-SEATER,5.7,8.0,M6,Z,12.4,7.9,10.4,27.0,239.0
2011.0,PORSCHE,911 GT3,TWO-SEATER,3.8,6.0,M6,Z,15.2,9.7,12.7,22.0,292.0
2019.0,Land Rover,Range Rover Sport Td6 Diesel,SUV: Standard,3.0,6.0,AS8,D,10.7,8.3,9.6,29.0,256.0
2022.0,VOLKSWAGEN,CLK 350 CABRIOLET,Mid-size,4.2,6.0,AS6,Z,-33.0,-11.0,8.2,30.0,-50.0
2005.0,GMC,C1500 YUKON,SUV,4.8,8.0,A4,X,15.1,10.8,13.2,21.0,304.0
2015.0,NISSAN,MURANO,STATION WAGON - MID-SIZE,3.5,6.0,AV7,X,11.0,8.2,9.8,29.0,225.0
2003.0,BMW,Z4 ROADSTER,TWO-SEATER,2.5,6.0,A5,Z,11.4,7.7,9.7,29.0,223.0
2008.0,NISSAN,350Z,TWO-SEATER,3.5,6.0,AS5,Z,12.2,8.4,10.5,27.0,242.0
2016.0,TOYOTA,SIENNA AWD,MINIVAN,3.5,6.0,AS6,X,14.4,10.2,12.5,23.0,290.0
2001.0,JEEP,TJ 4X4,SUV,2.5,4.0,M5,X,12.6,10.8,11.8,24.0,271.0
2015.0,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6.0,A8,E,17.3,11.7,14.8,19.0,237.0
2013.0,DODGE,CHARGER AWD,FULL-SIZE,3.6,6.0,A8,X,11.4,7.3,9.5,30.0,218.0
2016.0,MASERATI,GHIBLI,MID-SIZE,3.0,6.0,AS8,Z,14.1,9.8,12.2,23.0,286.0
2016.0,LEXUS,LS 460 AWD,MID-SIZE,4.6,8.0,AS8,Z,15.2,10.2,12.9,22.0,303.0
2014.0,MINI,COOPER COUNTRYMAN,COMPACT,1.6,4.0,A6,Z,8.1,6.6,7.4,38.0,170.0
2021.0,Audi,A6 Sedan 45 TFSI quattro,Mid-size,2.0,4.0,AM7,Z,10.3,7.8,9.2,31.0,214.0
2021.0,Porsche,911 Carrera 4S,Minicompact,3.0,6.0,AM8,Z,13.0,10.2,11.8,24.0,275.0
2019.0,Chevrolet,Suburban 4WD FFV,SUV: Standard,5.3,8.0,A6,E,22.2,15.2,19.0,15.0,317.0
2010.0,MINI,COOPER S CLUBMAN,SUBCOMPACT,1.6,4.0,M6,Z,7.8,5.7,6.9,41.0,159.0
2005.0,MAZDA,MX-5 MIATA,TWO-SEATER,1.8,4.0,A4,Z,10.6,7.8,9.3,30.0,214.0
2019.0,Volkswagen,Jetta GLI,Compact,2.0,4.0,M6,X,9.6,7.3,8.5,33.0,200.0
2001.0,SATURN,SW WAGON #,STATION WAGON - SMALL,1.9,4.0,M5,X,9.0,5.7,7.5,38.0,172.0
2013.0,CADILLAC,ATS AWD,COMPACT,3.6,6.0,AS6,X,11.7,7.5,9.8,29.0,225.0
2017.0,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4.0,M6,X,9.4,7.2,8.4,34.0,200.0
2012.0,SUZUKI,SX4 AWD,STATION WAGON - SMALL,2.0,4.0,AV,X,9.0,6.7,8.0,35.0,184.0
2014.0,CADILLAC,CTS-V SPORT WAGON,STATION WAGON - SMALL,6.2,8.0,M6,Z,15.0,10.6,13.1,22.0,301.0
2018.0,Toyota,Camry Hybrid LE,Mid-size,2.5,4.0,AV6,X,4.9,4.8,4.9,58.0,113.0
2019.0,Kia,Rio,Compact,1.6,4.0,M6,X,8.3,6.4,7.5,38.0,175.0
2022.0,BMW,X3 M40i,SUV: Small,3.0,6.0,AS8,Z,11.2,9.1,10.3,27.0,241.0
2018.0,Kia,K900,Full-size,3.8,6.0,AS8,X,13.8,9.3,11.8,24.0,279.0
2015.0,BMW,ALPINA B6 xDRIVE GRAN COUPE,COMPACT,4.4,8.0,AS8,Z,15.2,9.8,12.8,22.0,294.0
2004.0,CHEVROLET,MONTE CARLO,MID-SIZE,3.8,6.0,A4,X,11.8,7.1,9.7,29.0,223.0
2019.0,GMC,Canyon 4WD,Pickup truck: Small,2.5,4.0,A6,X,12.7,9.8,11.4,25.0,267.0
2016.0,PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6.0,AM7,Z,13.7,9.6,11.9,24.0,278.0
2005.0,SAAB,9-5 ARC WAGON TURBO,STATION WAGON - MID-SIZE,2.3,4.0,AS5,Z,12.0,7.6,10.0,28.0,230.0
2000.0,MAZDA,B3000,PICKUP TRUCK - STANDARD,3.0,6.0,M5,X,14.5,9.6,12.3,23.0,283.0
2007.0,GMC,SIERRA CLASSIC FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A4,X,15.1,10.4,13.0,22.0,299.0
2014.0,INFINITI,Q70 AWD,MID-SIZE,3.7,6.0,AS7,Z,11.7,8.1,10.1,28.0,232.0
2009.0,CHRYSLER,SEBRING CONVERTIBLE FFV,COMPACT,2.7,6.0,A4,X,11.7,7.6,9.8,29.0,225.0
2015.0,AUDI,A3,SUBCOMPACT,1.8,4.0,AM6,Z,10.0,7.1,8.7,32.0,200.0
2014.0,GMC,ACADIA AWD,SUV - STANDARD,3.6,6.0,A6,X,13.3,8.8,11.2,25.0,258.0
2004.0,GMC,K1500 YUKON 4X4 FFV,SUV,5.3,8.0,A4,X,19.5,14.3,17.2,16.0,396.0
2016.0,FORD,ESCAPE,SUV - SMALL,2.5,4.0,AS6,X,10.9,7.6,9.4,30.0,220.0
2014.0,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4.0,A6,X,10.0,7.4,8.8,32.0,202.0
2002.0,CHEVROLET,C2500 SILVERADO BI-FUEL,PICKUP TRUCK - STANDARD,6.0,8.0,A4,N,20.1,16.6,18.5,15.0,350.0
2010.0,DODGE,RAM 1500 FFV,PICKUP TRUCK - STANDARD,4.7,8.0,A5,X,15.6,10.8,13.5,21.0,310.0
2022.0,Porsche,718 Spyder,Two-seater,4.0,6.0,AM7,Z,13.0,9.9,11.6,24.0,271.0
2005.0,SAAB,9-3 AERO CVT TURBO,SUBCOMPACT,2.0,4.0,M5,Z,11.0,7.6,9.5,30.0,218.0
2018.0,Audi,TTS Coupe,Subcompact,2.0,4.0,AM6,Z,10.3,8.6,9.5,30.0,222.0
2012.0,MERCEDES-BENZ,SLK 250,TWO-SEATER,1.8,4.0,A6,Z,9.1,6.1,7.8,36.0,179.0
2011.0,TOYOTA,YARIS,SUBCOMPACT,1.5,4.0,A4,X,7.0,5.7,6.4,44.0,147.0
2013.0,AUDI,A5 CABRIOLET QUATTRO,SUBCOMPACT,2.0,4.0,AS8,Z,10.1,6.8,8.6,33.0,198.0
2008.0,HYUNDAI,SANTA FE,SUV,3.3,6.0,A5,X,12.2,8.4,10.5,27.0,242.0
2012.0,CHEVROLET,COLORADO CREW CAB,PICKUP TRUCK - SMALL,3.7,5.0,A4,X,12.6,8.8,10.9,26.0,251.0
2020.0,MINI,Cooper Convertible,Minicompact,1.5,3.0,AM7,Z,8.3,6.4,7.5,38.0,174.0
2014.0,CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8.0,A6,X,14.3,9.4,12.1,23.0,278.0
2011.0,CHEVROLET,CAMARO,COMPACT,3.6,6.0,M6,X,12.4,7.1,10.0,28.0,230.0
2014.0,TOYOTA,VENZA,SUV - SMALL,2.7,4.0,AS6,X,10.0,6.9,8.6,33.0,198.0
2005.0,TOYOTA,CAMRY,MID-SIZE,3.3,6.0,A5,X,11.4,7.5,9.6,29.0,221.0
2018.0,Infiniti,QX60 AWD,SUV: Small,3.5,6.0,AV7,Z,12.5,9.0,10.9,26.0,257.0
2014.0,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6.0,A8,X,11.4,7.3,9.5,30.0,219.0
2006.0,MITSUBISHI,OUTLANDER,SUV,2.4,4.0,M5,X,10.8,7.8,9.4,30.0,216.0
2009.0,BENTLEY,CONTINENTAL FLYING SPUR,MID-SIZE,6.0,12.0,AS6,Z,20.9,11.9,16.8,17.0,386.0
2020.0,Chevrolet,Suburban 4WD,SUV: Standard,6.2,8.0,A10,Z,17.2,11.4,14.6,19.0,343.0
2016.0,CHRYSLER,300 (MDS),FULL-SIZE,5.7,8.0,A8,X,14.8,9.3,12.3,23.0,289.0
2009.0,SAAB,9-5 SPORTCOMBI TURBO,STATION WAGON - MID-SIZE,2.3,4.0,M5,Z,11.6,7.2,9.6,29.0,221.0
2021.0,Ford,Ranger 4WD,Pickup truck: Standard,2.3,4.0,AS10,X,11.8,9.8,10.9,26.0,256.0
2017.0,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4.0,AS6,X,8.9,7.3,8.2,34.0,193.0
2014.0,FORD,F150 FFV,PICKUP TRUCK - STANDARD,5.0,8.0,A6,X,14.7,10.5,12.8,22.0,294.0
2021.0,Infiniti,Q50 AWD,Mid-size,3.0,6.0,AS7,Z,12.5,8.7,10.8,26.0,254.0
2001.0,BMW,325Ci,SUBCOMPACT,2.5,6.0,A5,Z,11.8,7.9,10.0,28.0,230.0
2003.0,VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,2.8,6.0,AS5,Z,12.2,8.0,10.3,27.0,237.0
2013.0,LEXUS,GS 350,MID-SIZE,3.5,6.0,AS6,Z,10.7,7.1,9.1,31.0,209.0
2012.0,SUBARU,LEGACY AWD,MID-SIZE,2.5,4.0,M6,Z,11.5,8.0,9.9,29.0,228.0
2003.0,SUZUKI,AERIO FASTBACK SX,STATION WAGON - SMALL,2.0,4.0,A4,X,9.1,7.0,8.2,34.0,189.0
2002.0,CHRYSLER,300M SPECIAL #,FULL-SIZE,3.5,6.0,AS4,Z,13.1,8.3,10.9,26.0,251.0
2015.0,CHEVROLET,SONIC 5,MID-SIZE,1.8,4.0,M5,X,9.0,6.8,8.0,35.0,184.0
